,Amenaza,Repeticiones,%_Aparicion_dataset
4504,"gluten undeclared,milk ingredient undeclared,wheat undeclared",1,1.6255933415696728e-05
4505,"altered organoleptic characteristics,infested with insects,infested with larvae of insects",1,1.6255933415696728e-05
4506,"poor hygienic state,too high content of nitrate",1,1.6255933415696728e-05
4507,"unauthorised substance carbendazim,unauthorised substance profenofos",1,1.6255933415696728e-05
4508,salmonella enterica ser. elomrane,1,1.6255933415696728e-05
4509,"acetamiprid,buprofezin,methomyl,unauthorised substance carbendazim",1,1.6255933415696728e-05
4510,"unauthorised substance phenethylamine,unauthorised substance synephrine",1,1.6255933415696728e-05
4511,"salmonella enterica ser. kivu,salmonella enterica ser. wien",1,1.6255933415696728e-05
4512,"salmonella enterica ser. mbandaka,salmonella enterica ser. tennessee",1,1.6255933415696728e-05
4513,unauthorised feed additive maduramycin,1,1.6255933415696728e-05
4514,"chloroform,high level of chlorine",1,1.6255933415696728e-05
4515,salmonella enterica ser. ngili,1,1.6255933415696728e-05
4516,"infested with insects,infested with moulds,poor hygienic state",1,1.6255933415696728e-05
4517,prohibited substance diethylstilbestrol,1,1.6255933415696728e-05
4518,"high aerobic plate count,high count of yeasts",1,1.6255933415696728e-05
4519,"barley undeclared,egg undeclared,milk ingredient undeclared,mustard undeclared,sulphite undeclared",1,1.6255933415696728e-05
4520,"salmonella enterica ser. infantis,salmonella enterica ser. livingstone,salmonella enterica ser. anatum",1,1.6255933415696728e-05
4521,"altered organoleptic characteristics,contaminated with bird faeces,infested with mites",1,1.6255933415696728e-05
4522,"contaminated with bird faeces,infested with moulds,stones",1,1.6255933415696728e-05
4523,"salmonella,salmonella enterica ser. derby",1,1.6255933415696728e-05
4524,"chlorpyrifos,dimethoate,unauthorised substance dichlorvos",1,1.6255933415696728e-05
4525,"salmonella enterica ser. aberdeen,salmonella enterica ser. mbandaka",1,1.6255933415696728e-05
4526,"vibrio cholerae non o:1,vibrio parahaemolyticus",1,1.6255933415696728e-05
4527,"foreign body,infested with larvae of insects",1,1.6255933415696728e-05
4528,salmonella enterica ser. kalina,1,1.6255933415696728e-05
4529,phoxim,1,1.6255933415696728e-05
4530,"chromium,lead,migration of primary aromatic amines",1,1.6255933415696728e-05
4531,"dimethoate,methomyl,unauthorised genetically modified,unauthorised substance omethoate",1,1.6255933415696728e-05
4532,"aflatoxins,cypermethrin,unauthorised substance ethion",1,1.6255933415696728e-05
4533,"faecal streptococci,too high count of escherichia coli,too high count of coliforms",1,1.6255933415696728e-05
4534,salmonella enterica ser. bilu,1,1.6255933415696728e-05
4535,"too high content of phosphate,unauthorised use of colour e 160b - annato/bixin/norbixin",1,1.6255933415696728e-05
4536,"absence of certified analytical report,absence of health certificate(s),absence of labelling,attempt to illegally import",1,1.6255933415696728e-05
4537,"improper health certificate(s),improper packaging",1,1.6255933415696728e-05
4538,"salmonella enterica ser. rissen,salmonella enterica ser. senftenberg",1,1.6255933415696728e-05
4539,"acetamiprid,unauthorised substance amitraz,unauthorised substance carbofuran,unauthorised substance fipronil",1,1.6255933415696728e-05
4540,"insufficient labelling,poor hygienic state",1,1.6255933415696728e-05
4541,"fenpyroximate,unauthorised substance triazophos",1,1.6255933415696728e-05
4542,"salmonella,high aerobic plate count",1,1.6255933415696728e-05
4543,"insufficient labelling,unauthorised novel food ingredient tongkat ali (eurycoma longifolia)",1,1.6255933415696728e-05
4544,"salmonella enterica ser. edinburgh,too high count of enterobacteriaceae",1,1.6255933415696728e-05
4545,"migration of 1-hydroxy-cyclohexyl phenyl ketone,migration of 4-methylbenzophenone,migration of methyl-2-benzoylbenzoate",1,1.6255933415696728e-05
4546,"dimethomorph,unauthorised substance carbendazim,unauthorised substance diafenthiuron",1,1.6255933415696728e-05
4547,"migration of aluminium,migration of cadmium,migration of zinc",1,1.6255933415696728e-05
4548,pop up system,1,1.6255933415696728e-05
4549,"unidentified genetically modified,unlabelled genetically modified",1,1.6255933415696728e-05
4550,"unauthorised substance germanium,unauthorised substance lithium,unauthorised substance sulphur",1,1.6255933415696728e-05
4551,e 223 - sodium metabisulphite undeclared,1,1.6255933415696728e-05
4552,"sulphite undeclared,unauthorised use of colour e 102 - tartrazine,unauthorised use of colour e 132 - indigotine / indigo carmine",1,1.6255933415696728e-05
4553,ethyl tertiairy buthyl ether (etbe),1,1.6255933415696728e-05
4554,"salmonella,salmonella enterica ser. houtenae",1,1.6255933415696728e-05
4555,"imidacloprid,unauthorised substance diafenthiuron",1,1.6255933415696728e-05
4556,"oxamyl,unauthorised substance dicofol",1,1.6255933415696728e-05
4557,"salmonella enterica ser. meleagridis,salmonella enterica ser. thompson",1,1.6255933415696728e-05
4558,"offered online for sale,prohibited ingredient ephedra",1,1.6255933415696728e-05
4559,"too high content of e 210 - benzoic acid,too high content of colour e 110 - sunset yellow fcf",1,1.6255933415696728e-05
4560,"clothianidin,imidacloprid",1,1.6255933415696728e-05
4561,"salmonella enterica ser. agbeni,salmonella enterica ser. gamaba,foodborne outbreak",1,1.6255933415696728e-05
4562,"deltamethrin,unauthorised substance isoprothiolane",1,1.6255933415696728e-05
4563,clostridium sporulated sulphite reducer,1,1.6255933415696728e-05
4564,"chlorpyrifos,unauthorised substance dicrotophos,unauthorised substance methamidophos",1,1.6255933415696728e-05
4565,"e 284 - boric acid unauthorised,too high content of e 452 - polyphosphates",1,1.6255933415696728e-05
4566,ricinus communis,1,1.6255933415696728e-05
4567,salmonella enterica ser. rhydyfelin,1,1.6255933415696728e-05
4568,"unauthorised novel food ingredient epimedium,unauthorised novel food ingredient epimedium sagittatum",1,1.6255933415696728e-05
4569,"insufficient labelling,unauthorised novel food ingredient agmatine sulphate,unauthorised novel food ingredient norcoclaurine,unauthorised substance arginine alphaketoglutarate",1,1.6255933415696728e-05
4570,"acetamiprid,unauthorised substance dicrotophos",1,1.6255933415696728e-05
4571,"unauthorised substance anthraquinone,unauthorised substance diafenthiuron",1,1.6255933415696728e-05
4572,"unauthorised food additive e 1101 - protease,unauthorised food additive e 201 - sodium sorbate",1,1.6255933415696728e-05
4573,too high content of e 284 - boric acid,1,1.6255933415696728e-05
4574,"salmonella enterica ser. jerusalem,salmonella enterica ser. livingstone,salmonella enterica ser. poona",1,1.6255933415696728e-05
4575,penicillin unauthorised,1,1.6255933415696728e-05
4576,"phosalone,triadimefon,unauthorised substance hexaconazole,unauthorised substance tricyclazole",1,1.6255933415696728e-05
4577,"chlorpyrifos,unauthorised substance chlorfluazuron,unauthorised substance hexaconazole",1,1.6255933415696728e-05
4578,"oxydemeton-methyl,unauthorised substance triazophos",1,1.6255933415696728e-05
4579,azaconazole,1,1.6255933415696728e-05
4580,"unauthorised substance oxilofrine,unauthorised substance phenethylamine,unauthorised substance phenethylamine derivative",1,1.6255933415696728e-05
4581,"altered organoleptic characteristics,fraud",1,1.6255933415696728e-05
4582,unauthorised substance oxadixyl,1,1.6255933415696728e-05
4583,"quinalphos,unauthorised substance profenofos",1,1.6255933415696728e-05
4584,too high content of colour e 155 - chocolate brown ht,1,1.6255933415696728e-05
4585,"high content of caffeine,unauthorised substance 1,3-dimethylbutylamine (nor-dmaa),unauthorised substance synephrine",1,1.6255933415696728e-05
4586,salmonella enterica ser. banjul,1,1.6255933415696728e-05
4587,"e 202 - potassium sorbate unauthorised,too high content of colour e 160d - lycopene,unauthorised use of colour e 150 - caramel",1,1.6255933415696728e-05
4588,"salmonella enterica ser. virchow,high count of escherichia coli",1,1.6255933415696728e-05
4589,"bulging packaging,infested with larvae of insects,infested with moulds",1,1.6255933415696728e-05
4590,"listeria monocytogenes,coagulase-positive staphylococcus",1,1.6255933415696728e-05
4591,"salmonella enterica ser. javiana,salmonella enterica ser. schwarzengrund",1,1.6255933415696728e-05
4592,"salmonella enterica ser. braenderup,salmonella enterica ser. leoben",1,1.6255933415696728e-05
4593,paraffin coating,1,1.6255933415696728e-05
4594,"salmonella,salmonella enterica ser. rubislaw",1,1.6255933415696728e-05
4595,parasitic infestation with metacercariae of trematodes,1,1.6255933415696728e-05
4596,"azoxystrobin,boscalid,chlorpyrifos,cypermethrin,difenoconazole,dimethomorph,indoxacarb,lambda-cyhalothrin,lufenuron,metalaxyl,propiconazole,pyraclostrobin,tebuconazole,teflubenzuron,thiamethoxam,thiophanate-methyl,trifloxystrobin,unauthorised substance carbendazim",1,1.6255933415696728e-05
4597,"abnormal smell,sulphite undeclared",1,1.6255933415696728e-05
4598,"unauthorised substance boron citrate,unauthorised substance chromium chelate,unauthorised substance copper chelate,unauthorised substance magnesium chelate,unauthorised substance manganese chelate,unauthorised substance molybdenum amino acid chelate,unauthorised substance selenium chelate,unauthorised substance vanadium",1,1.6255933415696728e-05
4599,"salmonella enterica ser. mgulani,salmonella enterica ser. newport",1,1.6255933415696728e-05
4600,"unauthorised ingredient,unauthorised novel food ingredient 3,3'-diindolylmethane (dim),unauthorised novel food ingredient tongkat ali (eurycoma longifolia)",1,1.6255933415696728e-05
4601,"salmonella enterica ser. newport,salmonella enterica ser. paratyphi b,salmonella enterica ser. typhimurium",1,1.6255933415696728e-05
4602,"salmonella enterica ser. hvittingfoss,unauthorised substance dicrotophos",1,1.6255933415696728e-05
4603,"pseudomonas aeruginosa,unauthorised",1,1.6255933415696728e-05
4604,unauthorised substance tocotrienol,1,1.6255933415696728e-05
4605,"salmonella enterica ser. mbandaka,staphylococcus aureus",1,1.6255933415696728e-05
4606,"celery undeclared,mislabelled",1,1.6255933415696728e-05
4607,"acetamiprid,unauthorised substance triazophos",1,1.6255933415696728e-05
4608,unauthorised substance picoxystrobin,1,1.6255933415696728e-05
4609,"glucose undeclared,lactose undeclared,maltose undeclared",1,1.6255933415696728e-05
4610,"salmonella enterica ser. gold coast,too high count of enterobacteriaceae",1,1.6255933415696728e-05
4611,"unauthorised substance n-desmethyl sibutramine,unauthorised substance sibutramine",1,1.6255933415696728e-05
4612,"salmonella enterica ser. enteritidis,salmonella enterica ser. indiana,salmonella group c1",1,1.6255933415696728e-05
4613,"e 407 - carrageenan unauthorised,e 425 - konjac unauthorised",1,1.6255933415696728e-05
4614,"diazinon,thiabendazole",1,1.6255933415696728e-05
4615,salmonella enterica ser. weston,1,1.6255933415696728e-05
4616,"unauthorised placing on the market,unauthorised substance beta-alanine",1,1.6255933415696728e-05
4617,"contaminated with faeces,infested with insects",1,1.6255933415696728e-05
4618,"salmonella enterica ser. amsterdam,salmonella enterica ser. havana,salmonella enterica ser. mbandaka,salmonella enterica ser. orion,salmonella enterica ser. senftenberg",1,1.6255933415696728e-05
4619,"allethrin,unauthorised substance permethrin",1,1.6255933415696728e-05
4620,meat meal,1,1.6255933415696728e-05
4621,"foodborne outbreak suspected,infested with larvae of insects",1,1.6255933415696728e-05
4622,"attempt to illegally import,incorrect labelling",1,1.6255933415696728e-05
4623,"acetamiprid,chlorpyrifos,clothianidin,thiamethoxam,unauthorised substance triazophos",1,1.6255933415696728e-05
4624,"migration of 1,2-cyclohexanedicarboxylic acid diisononyl ester - dinch,migration of dehp - di(2-ethylhexyl) phthalate,migration of didp - diisodecyl phthalate",1,1.6255933415696728e-05
4625,"dimethoate,unauthorised substance carbaryl,unauthorised substance omethoate",1,1.6255933415696728e-05
4626,"salmonella enterica ser. ekotedo,salmonella enterica ser. hongkong",1,1.6255933415696728e-05
4627,"infested with larvae of insects,unsuitable transport conditions",1,1.6255933415696728e-05
4628,"altered organoleptic characteristics,dead insects",1,1.6255933415696728e-05
4629,"salmonella enterica ser. münchen,salmonella enterica ser. reading",1,1.6255933415696728e-05
4630,bupirimate,1,1.6255933415696728e-05
4631,"salmonella enterica ser. stanley,foodborne outbreak suspected",1,1.6255933415696728e-05
4632,salmonella enterica ser. regent,1,1.6255933415696728e-05
4633,suspicion of raticide,1,1.6255933415696728e-05
4634,"unauthorised novel food ingredient evodia rutaecarpa,unauthorised novel food ingredient sophora japanica,unauthorised novel food ingredient raspberry ketone",1,1.6255933415696728e-05
4635,lufenuron,1,1.6255933415696728e-05
4636,"acetamiprid,buprofezin,imidacloprid,unauthorised substance isofenphos-methyl,unauthorised substance procymidone",1,1.6255933415696728e-05
4637,",",1,1.6255933415696728e-05
4638,"chlorpyrifos,dimethoate,unauthorised substance endosulfan",1,1.6255933415696728e-05
4639,"high content of caffeine,risk of overdosage with nicotinic acid,too high content of e 200 - sorbic acid,too high content of e 210 - benzoic acid",1,1.6255933415696728e-05
4640,"contaminated with faeces of rodents,infested with insects",1,1.6255933415696728e-05
4641,"high content of caffeine,unauthorised novel food ingredient agmatine sulphate,unauthorised substance 1,3-dimethylamylamine (dmaa),unauthorised substance synephrine,unauthorised substance yohimbine",1,1.6255933415696728e-05
4642,"insufficient labelling,sulphite undeclared",1,1.6255933415696728e-05
4643,"acetamiprid,methomyl,pyridaben,unauthorised substance fipronil",1,1.6255933415696728e-05
4644,"e 406 - agar unauthorised,e 407 - carrageenan unauthorised,e 412 - guar gum unauthorised,e 415 - xanthan gum unauthorised,e 418 - gellan gum unauthorised,e 425 - konjac unauthorised,suffocation risk as a result of the consumption",1,1.6255933415696728e-05
4645,"staphylococcus aureus enterotoxinogenic,too high count of aerobic mesophiles",1,1.6255933415696728e-05
4646,"unauthorised colour sudan 1,unauthorised colour sudan orange g",1,1.6255933415696728e-05
4647,salmonella enterica ser. korovi,1,1.6255933415696728e-05
4648,"triadimenol,unauthorised substance phorate",1,1.6255933415696728e-05
4649,"insufficient labelling,migration of formaldehyde,migration of melamine",1,1.6255933415696728e-05
4650,unauthorised substance n6-benzyladenine,1,1.6255933415696728e-05
4651,unauthorised novel food ingredient salvia hispanica,1,1.6255933415696728e-05
4652,"famoxadone,indoxacarb,methoxyfenozide,unauthorised substance carbendazim",1,1.6255933415696728e-05
